pubmed_id,Keyword,CUIs
34962522,failure,"{'C0231174', 'C0680095'}"
34962522,rates,
34962522,Estrogen-containing methods,
34962522,contraceptive pills,
34962522,increase,{'C0442805'}
34962522,risk,"{'C4552904', 'C0035647'}"
34962522,venous thrombosis,{'C0042487'}
34962522,venous thrombotic events,
34962522,venous thrombotic events,
34962522,women-years,
34962522,progestin-only,
34962522,nonhormonal methods,
34962522,implants,{'C0021102'}
34962522,condoms,"{'C0009653', 'C0677582'}"
34962522,associated with,{'C0332281'}
34962522,rare,{'C0522498'}
34962522,serious,{'C0205404'}
34962522,risks,{'C0035647'}
34962522,Hormonal contraceptives,
34962522,medical conditions,
34962522,associated with,{'C0332281'}
34962522,hormonal,{'C0458083'}
34962522,changes,"{'C0443172', 'C0392747'}"
34962522,menstrual cycle,{'C0025329'}
34962522,acne,"{'C0001144', 'C0702166'}"
34962522,endometriosis,{'C0014175'}
34962522,premenstrual dysphoric disorder,{'C0520676'}
34962522,Optimal,{'C2698651'}
34962522,contraceptive selection,
34962522,patient,{'C0030705'}
34962522,clinician,{'C0871685'}
34962522,discussion,{'C0557061'}
34962522,patient's,
34962522,risk,"{'C4552904', 'C0035647'}"
34962522,pregnancy,{'C0032961'}
34962522,menstrual,{'C0025344'}
34962522,bleeding,{'C0019080'}
34962522,changes,"{'C0443172', 'C0392747'}"
34962522,risks,{'C0035647'}
34962522,personal values,{'C0871851'}
34962522,preferences,{'C0558295'}
34962522,Oral,"{'C0226896', 'C1272919', 'C1527415', 'C0442027', 'C4521986'}"
34962522,reversible,{'C0205343'}
34962522,contraceptives,{'C0009871'}
34962522,intrauterine devices,{'C0021900'}
34962522,subdermal,
34962522,implants,{'C0021102'}
34962522,effectiveness,"{'C1280519', 'C4553491'}"
34962522,progestin-only,
34962522,nonhormonal methods,
34962522,lowest,
34962522,risks,{'C0035647'}
34962522,Optimal,{'C2698651'}
34962522,contraceptive selection,
34962522,patient values,
34962522,preferences,{'C0558295'}
34932079,Marine omega-3 fatty acid,
34932079,omega-3,{'C0015689'}
34932079,supplements,
34932079,treat,{'C1292734'}
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,general adult,
34932079,population,"{'C0032659', 'C1257890'}"
34932079,effects,{'C1280500'}
34932079,omega-3,{'C0015689'}
34932079,supplementation,{'C0242297'}
34932079,late-life depression risk,
34932079,mood scores,
34932079,adults,{'C0001675'}
34932079,VITAL-DEP,
34932079,Vitamin D,"{'C0014695', 'C0042866', 'C0919758', 'C2936842', 'C3537249'}"
34932079,Omega-3 Trial-Depression Endpoint Prevention,
34932079,ancillary study,
34932079,VITAL,"{'C1875856', 'C0518766'}"
34932079,randomized trial,
34932079,cardiovascular disease,{'C0007222'}
34932079,cancer prevention,"{'C0281207', 'C0281206'}"
34932079,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
34932079,adults,{'C0001675'}
34932079,risk,"{'C4552904', 'C0035647'}"
34932079,incident,{'C1551358'}
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,risk,"{'C4552904', 'C0035647'}"
34932079,recurrent depression,{'C0221480'}
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,years,{'C0439234'}
34932079,Randomization,{'C0034656'}
34932079,randomized treatment,
34932079,Randomized 2 ,
34932079,factorial,
34932079,assignment,
34932079,vitamin D3,"{'C3265062', 'C0008318'}"
34932079,marine omega-3 fatty acids,
34932079,fish oil,{'C0016157'}
34932079,eicosapentaenoic acid,{'C0000545'}
34932079,docosahexaenoic acid,"{'C0012968', 'C0556150'}"
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,randomized,{'C0034656'}
34932079,omega-3,{'C0015689'}
34932079,randomized,{'C0034656'}
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,Prespecified,
34932079,coprimary outcomes,
34932079,risk,"{'C4552904', 'C0035647'}"
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,clinically,
34932079,depressive symptoms,{'C0086132'}
34932079,incident,{'C1551358'}
34932079,cases,{'C0868928'}
34932079,mood score,
34932079,8-item,
34932079,Patient Health Questionnaire,{'C1879301'}
34932079,PHQ-8,
34932079,depression scale,{'C0679604'}
34932079,participants,{'C0679646'}
34932079,randomized,{'C0034656'}
34932079,age,{'C0001779'}
34932079,SD,"{'C5203098', 'C0037717', 'C0038642', 'C1420113', 'C0871420', 'C5203099', 'C5203103', 'C5203100', 'C5203102', 'C1096903', 'C0332147', 'C2699239', 'C1705872', 'C5203101', 'C0677946'}"
34932079,years,{'C0439234'}
34932079,women,{'C0043210'}
34932079,trial,
34932079,alive,
34932079,trial,
34932079,median,"{'C0876920', 'C0549183'}"
34932079,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932079,duration,{'C0449238'}
34932079,years,{'C0439234'}
34932079,test,{'C0392366'}
34932079,interaction,{'C0037420'}
34932079,omega-3,{'C0015689'}
34932079,vitamin D agents,
34932079,interaction,{'C0037420'}
34932079,Depression risk,
34932079,omega-3,{'C0015689'}
34932079,events,{'C0441471'}
34932079,person-years,
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,events,{'C0441471'}
34932079,person-years,
34932079,hazard ratio,{'C2985465'}
34932079,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932079,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932079,No significant,
34932079,differences,
34932079,omega-3,{'C0015689'}
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,groups,"{'C0441833', 'C0687744', 'C1552839'}"
34932079,longitudinal mood scores,
34932079,PHQ-8,
34932079,score,{'C0449820'}
34932079,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932079,adverse events,{'C0877248'}
34932079,prevalence,"{'C0033105', 'C0220900'}"
34932079,omega-3,{'C0015689'}
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,groups,"{'C0441833', 'C0687744', 'C1552839'}"
34932079,cardiovascular events,{'C1320716'}
34932079,mortality,"{'C0026566', 'C0026565'}"
34932079,suicide,"{'C0038661', 'C0812393'}"
34932079,gastrointestinal bleeding,{'C0017181'}
34932079,bruising,{'C0009938'}
34932079,stomach upset,{'C0235309'}
34932079,pain,{'C0030193'}
34932079,adults,{'C0001675'}
34932079,years,{'C0439234'}
34932079,older,
34932079,clinically,
34932079,depressive symptoms,{'C0086132'}
34932079,baseline,"{'C0168634', 'C1442488', 'C1552824'}"
34932079,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932079,omega-3,{'C0015689'}
34932079,supplements,
34932079,compared,
34932079,placebo,"{'C0032042', 'C1696465'}"
34932079,small,{'C0700321'}
34932079,statistically significant,{'C0237881'}
34932079,increase,{'C0442805'}
34932079,risk,"{'C4552904', 'C0035647'}"
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,clinically,
34932079,depressive symptoms,{'C0086132'}
34932079,mood scores,
34932079,follow-up,"{'C0589120', 'C1522577'}"
34932079,years,{'C0439234'}
34932079,findings,{'C2607943'}
34932079,omega-3,{'C0015689'}
34932079,supplements,
34932079,adults,{'C0001675'}
34932079,prevent,
34932079,depression,"{'C0011570', 'C0812393', 'C0344315', 'C0011581'}"
34932079,Identifiers,
34932078,effectiveness,"{'C1280519', 'C4553491'}"
34932078,rivaroxaban,{'C1739768'}
34932078,apixaban,{'C1831808'}
34932078,prescribed,{'C0278329'}
34932078,oral anticoagulants,{'C0354604'}
34932078,ischemic stroke,{'C0948008'}
34932078,prevention,"{'C2700409', 'C0199176'}"
34932078,patients,{'C0030705'}
34932078,atrial fibrillation,{'C0004238'}
34932078,ischemic,{'C0475224'}
34932078,hemorrhagic outcomes,
34932078,patients,{'C0030705'}
34932078,atrial fibrillation,{'C0004238'}
34932078,treated with,{'C1522326'}
34932078,rivaroxaban,{'C1739768'}
34932078,apixaban,{'C1831808'}
34932078,Retrospective,{'C1514923'}
34932078,computerized enrollment,
34932078,files,
34932078,US,"{'C0041703', 'C0041618', 'C0815353', 'C3889164'}"
34932078,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
34932078,beneficiaries,
34932078,years,{'C0439234'}
34932078,older,
34932078,patients,{'C0030705'}
34932078,atrial fibrillation,{'C0004238'}
34932078,rivaroxaban,{'C1739768'}
34932078,apixaban treatment,
34932078,years,{'C0439234'}
34932078,Rivaroxaban,{'C1739768'}
34932078,apixaban,{'C1831808'}
34932078,standard,{'C2828392'}
34932078,reduced,{'C0392756'}
34932078,dose,{'C0178602'}
34932078,primary outcome,
34932078,composite,{'C0205199'}
34932078,ischemic,{'C0475224'}
34932078,stroke/systemic embolism,
34932078,hemorrhagic,{'C0333275'}
34932078,intracerebral hemorrhage/other,
34932078,events,{'C0441471'}
34932078,Secondary outcomes,
34932078,nonfatal,
34932078,total mortality,
34932078,fatal ischemic/hemorrhagic event,
34932078,death,{'C0011065'}
34932078,follow-up,"{'C0589120', 'C1522577'}"
34932078,Rates,
34932078,hazard ratios,
34932078,HRs,
34932078,rate differences,
34932078,RDs,
34932078,baseline,"{'C0168634', 'C1442488', 'C1552824'}"
34932078,differences,
34932078,comorbidity,{'C0009488'}
34932078,inverse,{'C0439850'}
34932078,probability,{'C0033204'}
34932078,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932078,patients,{'C0030705'}
34932078,age,{'C0001779'}
34932078,years,{'C0439234'}
34932078,women,{'C0043210'}
34932078,reduced,{'C0392756'}
34932078,dose,{'C0178602'}
34932078,person-years,
34932078,follow-up,"{'C0589120', 'C1522577'}"
34932078,median,"{'C0876920', 'C0549183'}"
34932078,IQR,
34932078,days,{'C0439228'}
34932078,primary outcome,
34932078,rivaroxaban,{'C1739768'}
34932078,person-years,
34932078,person-years,
34932078,apixaban,{'C1831808'}
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,rivaroxaban,{'C1739768'}
34932078,group,"{'C0441833', 'C0687744'}"
34932078,increased,{'C0205217'}
34932078,risk,"{'C4552904', 'C0035647'}"
34932078,ischemic events,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,hemorrhagic events,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,fatal extracranial bleeding,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,Patients,{'C0030705'}
34932078,rivaroxaban,{'C1739768'}
34932078,increased,{'C0205217'}
34932078,risk,"{'C4552904', 'C0035647'}"
34932078,nonfatal extracranial bleeding,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,fatal ischemic/hemorrhagic events,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,total mortality,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,risk,"{'C4552904', 'C0035647'}"
34932078,primary outcome,
34932078,increased,{'C0205217'}
34932078,rivaroxaban,{'C1739768'}
34932078,reduced,{'C0392756'}
34932078,dose,{'C0178602'}
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,standard dose,
34932078,person-years,
34932078,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,HR,"{'C0010343', 'C2265291', 'C0332167', 'C0018810', 'C1415713'}"
34932078,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932078,groups,"{'C0441833', 'C0687744', 'C1552839'}"
34932078,Medicare,"{'C1546906', 'C0018717', 'C1547152'}"
34932078,beneficiaries,
34932078,years,{'C0439234'}
34932078,older,
34932078,atrial fibrillation,{'C0004238'}
34932078,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932078,rivaroxaban,{'C1739768'}
34932078,compared,
34932078,apixaban,{'C1831808'}
34932078,associated with,{'C0332281'}
34932078,increased,{'C0205217'}
34932078,risk,"{'C4552904', 'C0035647'}"
34932078,ischemic,{'C0475224'}
34932078,hemorrhagic events,
34932077,Proactive,{'C4744673'}
34932077,TDM,
34932077,individualized,
34932077,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932077,assessments,{'C1261322'}
34932077,serum drug levels,
34932077,alternative,
34932077,standard therapy,{'C2936643'}
34932077,efficacy,{'C1280519'}
34932077,safety,{'C0036043'}
34932077,infliximab,{'C0666743'}
34932077,biologic drugs,
34932077,proactive,
34932077,TDM,
34932077,clinical outcomes,
34932077,maintenance therapy,{'C0677908'}
34932077,proactive,
34932077,TDM,
34932077,maintenance therapy,{'C0677908'}
34932077,infliximab,{'C0666743'}
34932077,improves,
34932077,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932077,efficacy,{'C1280519'}
34932077,preventing,
34932077,disease worsening,
34932077,compared,
34932077,infliximab therapy,
34932077,TDM,
34932077,Randomized,{'C0034656'}
34932077,parallel-group,
34932077,open-label clinical trial,
34932077,adults,{'C0001675'}
34932077,rheumatoid arthritis,{'C0003873'}
34932077,spondyloarthritis,{'C0949690'}
34932077,psoriatic arthritis,{'C0003872'}
34932077,ulcerative colitis,{'C0009324'}
34932077,Crohn disease,{'C0010346'}
34932077,psoriasis,{'C0033860'}
34932077,maintenance therapy,{'C0677908'}
34932077,infliximab,{'C0666743'}
34932077,Norwegian,"{'C0028424', 'C0337812'}"
34932077,hospitals,{'C0019994'}
34932077,Patients,{'C0030705'}
34932077,follow-up,"{'C0589120', 'C1522577'}"
34932077,December,{'C3830550'}
34932077,Patients,{'C0030705'}
34932077,randomized,{'C0034656'}
34932077,proactive,
34932077,TDM,
34932077,dose,{'C0178602'}
34932077,interval,{'C1272706'}
34932077,adjustments,{'C2945673'}
34932077,scheduled,{'C0205539'}
34932077,monitoring,{'C0150369'}
34932077,serum drug levels,
34932077,antidrug antibodies,
34932077,TDM,
34932077,group,"{'C0441833', 'C0687744'}"
34932077,infliximab,{'C0666743'}
34932077,therapy,"{'C0087111', 'C0039798'}"
34932077,drug,"{'C0013227', 'C1254351'}"
34932077,antibody,"{'C1621287', 'C1167408', 'C3665580', 'C0003241'}"
34932077,monitoring,{'C0150369'}
34932077,standard therapy,{'C2936643'}
34932077,group,"{'C0441833', 'C0687744'}"
34932077,primary outcome,
34932077,disease control,{'C0920467'}
34932077,disease worsening,
34932077,disease-specific composite,
34932077,scores,{'C0449820'}
34932077,consensus,{'C0376298'}
34932077,disease worsening,
34932077,patient,{'C0030705'}
34932077,physician,{'C0031831'}
34932077,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932077,switching,
34932077,biologic drug,
34932077,immunosuppressive drug,
34932077,glucocorticoids,{'C0017710'}
34932077,increasing,{'C0442808'}
34932077,infliximab,{'C0666743'}
34932077,dose,{'C0178602'}
34932077,52-week study,
34932077,period,"{'C1561960', 'C0439531', 'C0025344'}"
34932077,randomized patients,
34932077,age,{'C0001779'}
34932077,SD,"{'C5203098', 'C0037717', 'C0038642', 'C1420113', 'C0871420', 'C5203099', 'C5203103', 'C5203100', 'C5203102', 'C1096903', 'C0332147', 'C2699239', 'C1705872', 'C5203101', 'C0677946'}"
34932077,years,{'C0439234'}
34932077,women,{'C0043210'}
34932077,allocated,
34932077,intervention,"{'C0886296', 'C0184661'}"
34932077,full analysis set,
34932077,sustained,{'C0443318'}
34932077,disease control,{'C0920467'}
34932077,disease worsening,
34932077,patients,{'C0030705'}
34932077,TDM,
34932077,group,"{'C0441833', 'C0687744'}"
34932077,patients,{'C0030705'}
34932077,standard therapy,{'C2936643'}
34932077,group,"{'C0441833', 'C0687744'}"
34932077,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34932077,TDM,
34932077,Adverse events,
34932077,patients,{'C0030705'}
34932077,patients,{'C0030705'}
34932077,TDM,
34932077,standard therapy,{'C2936643'}
34932077,groups,"{'C0441833', 'C0687744', 'C1552839'}"
34932077,patients,{'C0030705'}
34932077,immune-mediated inflammatory diseases,
34932077,maintenance therapy,{'C0677908'}
34932077,infliximab,{'C0666743'}
34932077,proactive,
34932077,TDM,
34932077,effective,{'C1280519'}
34932077,treatment,"{'C0087111', 'C3887704', 'C0039798'}"
34932077,TDM,
34932077,sustaining disease control,
34932077,disease worsening,
34932077,research,"{'C0242481', 'C0035168', 'C3245477'}"
34932077,compare,
34932077,proactive,
34932077,TDM,
34932077,reactive TDM,
34932077,assess,
34932077,effects,{'C1280500'}
34932077,long-term,{'C0443252'}
34932077,complications,"{'C0009566', 'C1171258'}"
34932077,evaluate,
34932077,cost-effectiveness,{'C0010181'}
34928310,adults,{'C0001675'}
34928310,hip fracture surgery,
34928310,regional anesthesia,{'C0002911'}
34928310,postoperative delirium,
34928310,effectiveness,"{'C1280519', 'C4553491'}"
34928310,investigate,{'C1292732'}
34928310,older adults,
34928310,surgical repair,{'C0374711'}
34928310,hip fracture,{'C0019557'}
34928310,effects of,
34928310,regional anesthesia,{'C0002911'}
34928310,incidence,"{'C0021149', 'C0220856'}"
34928310,postoperative delirium,
34928310,compared,
34928310,general anesthesia,{'C0002915'}
34928310,randomized,{'C0034656'}
34928310,allocation-concealed,
34928310,open-label,
34928310,multicenter clinical trial,
34928310,patients,{'C0030705'}
34928310,years,{'C0439234'}
34928310,older,
34928310,dementia,"{'C0011265', 'C0497327'}"
34928310,fragility,{'C0302113'}
34928310,hip fracture,{'C0019557'}
34928310,surgical repair,{'C0374711'}
34928310,university teaching hospitals,
34928310,Southeastern China,
34928310,Participants,
34928310,follow-up,"{'C0589120', 'C1522577'}"
34928310,Patients,{'C0030705'}
34928310,randomized,{'C0034656'}
34928310,regional anesthesia,{'C0002911'}
34928310,spinal,{'C0521329'}
34928310,epidural,"{'C0812144', 'C0228134'}"
34928310,techniques,{'C0025664'}
34928310,sedation,"{'C0235195', 'C0344106'}"
34928310,general anesthesia,{'C0002915'}
34928310,intravenous,{'C0348016'}
34928310,inhalational,
34928310,combined,{'C0205195'}
34928310,anesthetic agents,{'C0002932'}
34928310,Primary outcome,
34928310,incidence,"{'C0021149', 'C0220856'}"
34928310,delirium,{'C0011206'}
34928310,postoperative,{'C0032790'}
34928310,days,{'C0439228'}
34928310,Secondary outcomes,
34928310,analyzed,
34928310,delirium severity,
34928310,duration,{'C0449238'}
34928310,subtype,{'C0449560'}
34928310,postoperative pain,{'C0030201'}
34928310,hospitalization,{'C0019993'}
34928310,mortality,"{'C0026566', 'C0026565'}"
34928310,complications,"{'C0009566', 'C1171258'}"
34928310,randomized,{'C0034656'}
34928310,patients,{'C0030705'}
34928310,age,{'C0001779'}
34928310,years,{'C0439234'}
34928310,male,{'C0086582'}
34928310,primary outcome,
34928310,surgery,"{'C0038895', 'C0543467'}"
34928310,consent,{'C1554192'}
34928310,Postoperative delirium,{'C4721772'}
34928310,regional anesthesia,{'C0002911'}
34928310,group,"{'C0441833', 'C0687744'}"
34928310,general anesthesia,{'C0002915'}
34928310,group,"{'C0441833', 'C0687744'}"
34928310,unadjusted risk difference,
34928310,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,relative risk,{'C0242492'}
34928310,RR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,severity score,{'C0457451'}
34928310,delirium,{'C0011206'}
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,RR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,Hypoactive,{'C0086439'}
34928310,subtype,{'C0449560'}
34928310,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,RR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,Median,"{'C2939193', 'C0876920', 'C0549183', 'C2348144', 'C2347635'}"
34928310,pain score,{'C0582148'}
34928310,IQR,
34928310,IQR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,Median,"{'C2939193', 'C0876920', 'C0549183', 'C2348144', 'C2347635'}"
34928310,length of,
34928310,hospitalization,{'C0019993'}
34928310,days,{'C0439228'}
34928310,IQR,
34928310,days,{'C0439228'}
34928310,IQR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,Death,"{'C1546949', 'C0011065', 'C1306577'}"
34928310,RD,"{'C5202627', 'C0694666', 'C1418479', 'C1422315', 'C1862204', 'C4553350', 'C1418543', 'C1414218', 'C0332136'}"
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,RR,
34928310,CI,"{'C3259781', 'C1705941', 'C1417638', 'C0022326', 'C1547546'}"
34928310,Adverse events,
34928310,episodes,{'C0332189'}
34928310,regional anesthesia,{'C0002911'}
34928310,group,"{'C0441833', 'C0687744'}"
34928310,general anesthesia,{'C0002915'}
34928310,group,"{'C0441833', 'C0687744'}"
34928310,adverse events,{'C0877248'}
34928310,nausea,{'C0027497'}
34928310,vomiting,{'C0042963'}
34928310,postoperative,{'C0032790'}
34928310,hypotension,{'C0020649'}
34928310,patients,{'C0030705'}
34928310,years,{'C0439234'}
34928310,older,
34928310,hip fracture surgery,
34928310,regional anesthesia,{'C0002911'}
34928310,sedation,"{'C0235195', 'C0344106'}"
34928310,incidence,"{'C0021149', 'C0220856'}"
34928310,postoperative delirium,
34928310,compared,
34928310,general anesthesia,{'C0002915'}
34912603,Introduction,
34912603,study,{'C0947630'}
34912603,evaluate,
34912603,usefulness,
34912603,YouTube videos,
34912603,retinal,"{'C0035298', 'C0035331'}"
34912603,resource,"{'C0035201', 'C1306040'}"
34912603,videos,{'C0042655'}
34912603,evaluated,
34912603,scanned,{'C0441633'}
34912603,typing,"{'C0872404', 'C0441704'}"
34912603,retinal detachment surgery,
34912603,YouTube,
34912603,engine,
34912603,videos,{'C0042655'}
34912603,analyzed,
34912603,scored,{'C0449820'}
34912603,DISCERN,
34912603,Journal,{'C0162443'}
34912603,American Medical Association (,
34912603,JAMA,"{'C1422839', 'C3890557'}"
34912603,Global Quality (GQ) scoring systems,
34912603,DISCERN,
34912603,score,{'C0449820'}
34912603,evaluated,
34912603,videos,{'C0042655'}
34912603,JAMA,"{'C1422839', 'C3890557'}"
34912603,score,{'C0449820'}
34912603,GQ score,
34912603,results,
34912603,retinal detachment surgery videos,
34912603,DISCERN,
34912603,score,{'C0449820'}
34912603,medium,"{'C0439536', 'C3244283'}"
34912603,JAMA,"{'C1422839', 'C3890557'}"
34912603,score,{'C0449820'}
34912603,evaluated,
34912603,low,"{'C0205251', 'C4048187', 'C1550472'}"
34912603,quality,
34912603,poor quality,
34912603,GQ score,
34912603,videos,{'C0042655'}
34912603,YouTube,
34912603,retinal detachment surgery,
34912603,usefulness,
34912603,resource,"{'C0035201', 'C1306040'}"
34912603,low,"{'C0205251', 'C4048187', 'C1550472'}"
34912603,quality,
34912603,poor,{'C0032854'}
34905747,quality,
34905747,readability,{'C0871211'}
34905747,accessed,{'C0444454'}
34905747,menopause,{'C0025320'}
34905747,hormone therapy,{'C0279025'}
34905747,MHT,
34905747,websites,
34905747,Canadian,{'C0238884'}
34905747,women,{'C0043210'}
34905747,websites,
34905747,Google,
34905747,Bing,
34905747,Yahoo,
34905747,identified,{'C0205396'}
34905747,hormone replacement therapy,{'C0282402'}
34905747,menopause,{'C0025320'}
34905747,specialists,{'C0087009'}
34905747,assessed,
34905747,website,{'C2349146'}
34905747,content,{'C1550605'}
34905747,quality,
34905747,DISCERN,
34905747,Instrument,{'C0348000'}
34905747,Journal,{'C0162443'}
34905747,American Medical Association (,
34905747,benchmarks,{'C0525063'}
34905747,Abbott's Scale,
34905747,reviewers,
34905747,assessed,
34905747,website,{'C2349146'}
34905747,credibility,{'C0870373'}
34905747,Health,{'C0018684'}
34905747,Net Foundation Code of Conduct,
34905747,certification,{'C0007836'}
