pubmed_id,abstract
34812863,"Most clinical guidelines do not recommend platelet-rich plasma (PRP) for knee osteoarthritis (OA) because of lack of high-quality evidence on efficacy for symptoms and joint structure, but the guidelines emphasize the need for rigorous studies. Despite this, use of PRP in knee OA is increasing.
To evaluate the effects of intra-articular PRP injections on symptoms and joint structure in patients with symptomatic mild to moderate radiographic medial knee OA.
This randomized, 2-group, placebo-controlled, participant-, injector-, and assessor-blinded clinical trial enrolled community-based participants (n = 288) aged 50 years or older with symptomatic medial knee OA (Kellgren and Lawrence grade 2 or 3) in Sydney and Melbourne, Australia, from August 24, 2017, to July 5, 2019. The 12-month follow-up was completed on July 22, 2020.
Interventions involved 3 intra-articular injections at weekly intervals of either leukocyte-poor PRP using a commercially available product (n = 144 participants) or saline placebo (n = 144 participants).
The 2 primary outcomes were 12-month change in overall average knee pain scores (11-point scale; range, 0-10, with higher scores indicating worse pain; minimum clinically important difference of 1.8) and percentage change in medial tibial cartilage volume as assessed by magnetic resonance imaging (MRI). Thirty-one secondary outcomes (25 symptom related and 6 MRI assessed; minimum clinically important difference not known) evaluated pain, function, quality of life, global change, and joint structures at 2-month and/or 12-month follow-up.
Among 288 patients who were randomized (mean age, 61.9 [SD, 6.5] years; 169 [59%] women), 269 (93%) completed the trial. In both groups, 140 participants (97%) received all 3 injections. After 12 months, treatment with PRP vs placebo injection resulted in a mean change in knee pain scores of -2.1 vs -1.8 points, respectively (difference, -0.4 [95% CI, -0.9 to 0.2] points; P = .17). The mean change in medial tibial cartilage volume was -1.4% vs -1.2%, respectively (difference, -0.2% [95% CI, -1.9% to 1.5%]; P = .81). Of 31 prespecified secondary outcomes, 29 showed no significant between-group differences.
Among patients with symptomatic mild to moderate radiographic knee OA, intra-articular injection of PRP, compared with injection of saline placebo, did not result in a significant difference in symptoms or joint structure at 12 months. These findings do not support use of PRP for the management of knee OA.
Australian New Zealand Clinical Trials Registry Identifier: ACTRN12617000853347."
34812859,"Acne vulgaris is an inflammatory disease of the pilosebaceous unit of the skin that primarily involves the face and trunk and affects approximately 9% of the population worldwide (approximately 85% of individuals aged 12-24 years, and approximately 50% of patients aged 20-29 years). Acne vulgaris can cause permanent physical scarring, negatively affect quality of life and self-image, and has been associated with increased rates of anxiety, depression, and suicidal ideation.
Acne vulgaris is classified based on patient age, lesion morphology (comedonal, inflammatory, mixed, nodulocystic), distribution (location on face, trunk, or both), and severity (extent, presence or absence of scarring, postinflammatory erythema, or hyperpigmentation). Although most acne does not require specific medical evaluation, medical workup is sometimes warranted. Topical therapies such as retinoids (eg, tretinoin, adapalene), benzoyl peroxide, azelaic acid, and/or combinations of topical agents are first-line treatments. When prescribed as a single therapy in a randomized trial of 207 patients, treatment with tretinoin 0.025% gel reduced acne lesion counts at 12 weeks by 63% compared with baseline. Combinations of topical agents with systemic agents (oral antibiotics such as doxycycline and minocycline, hormonal therapies such as combination oral contraception [COC] or spironolactone, or isotretinoin) are recommended for more severe disease. In a meta-analysis of 32 randomized clinical trials, COC was associated with reductions in inflammatory lesions by 62%, placebo was associated with a 26% reduction, and oral antibiotics were associated with a 58% reduction at 6-month follow-up. Isotretinoin is approved by the US Food and Drug Administration for treating severe recalcitrant nodular acne but is often used to treat resistant or persistent moderate to severe acne, as well as acne that produces scarring or significant psychosocial distress.
Acne vulgaris affects approximately 9% of the population worldwide and approximately 85% of those aged 12 to 24 years. First-line therapies are topical retinoids, benzoyl peroxide, azelaic acid, or combinations of topicals. For more severe disease, oral antibiotics such as doxycycline or minocycline, hormonal therapies such as combination oral conceptive agents or spironolactone, or isotretinoin are most effective."
34809561,"The COVID-19 pandemic has severely affected health systems and medical research worldwide but its impact on the global publication dynamics and non-COVID-19 research has not been measured. We hypothesized that the COVID-19 pandemic may have impacted the scientific production of non-COVID-19 research.
We conducted a comprehensive meta-research on studies (original articles, research letters and case reports) published between 01/01/2019 and 01/01/2021 in 10 high-impact medical and infectious disease journals (New England Journal of Medicine, Lancet, Journal of the American Medical Association, Nature Medicine, British Medical Journal, Annals of Internal Medicine, Lancet Global Health, Lancet Public Health, Lancet Infectious Disease and Clinical Infectious Disease). For each publication, we recorded publication date, publication type, number of authors, whether the publication was related to COVID-19, whether the publication was based on a case series, and the number of patients included in the study if the publication was based on a case report or a case series. We estimated the publication dynamics with a locally estimated scatterplot smoothing method. A Natural Language Processing algorithm was designed to calculate the number of authors for each publication. We simulated the number of non-COVID-19 studies that could have been published during the pandemic by extrapolating the publication dynamics of 2019 to 2020, and comparing the expected number to the observed number of studies.
Among the 22,525 studies assessed, 6319 met the inclusion criteria, of which 1022 (16.2%) were related to COVID-19 research. A dramatic increase in the number of publications in general journals was observed from February to April 2020 from a weekly median number of publications of 4.0 (IQR: 2.8-5.5) to 19.5 (IQR: 15.8-24.8) (p < 0.001), followed afterwards by a pattern of stability with a weekly median number of publications of 10.0 (IQR: 6.0-14.0) until December 2020 (p = 0.045 in comparison with April). Two prototypical editorial strategies were found: 1) journals that maintained the volume of non-COVID-19 publications while integrating COVID-19 research and thus increased their overall scientific production, and 2) journals that decreased the volume of non-COVID-19 publications while integrating COVID-19 publications. We estimated using simulation models that the COVID pandemic was associated with a 18% decrease in the production of non-COVID-19 research. We also found a significant change of the publication type in COVID-19 research as compared with non-COVID-19 research illustrated by a decrease in the number of original articles, (47.9% in COVID-19 publications vs 71.3% in non-COVID-19 publications, p < 0.001). Last, COVID-19 publications showed a higher number of authors, especially for case reports with a median of 9.0 authors (IQR: 6.0-13.0) in COVID-19 publications, compared to a median of 4.0 authors (IQR: 3.0-6.0) in non-COVID-19 publications (p < 0.001).
In this meta-research gathering publications from high-impact medical journals, we have shown that the dramatic rise in COVID-19 publications was accompanied by a substantial decrease of non-COVID-19 research. META-RESEARCH REGISTRATION: https://osf.io/9vtzp/ ."
34799504,"Access to health-related internet information has increased dramatically during the past decade. A significant proportion of this information has been demonstrated to be set at too high a level for general comprehension. The goal of this study was to evaluate the readability and quality of information available on the internet relating to deep vein thrombosis (DVT). A search for 'DVT' and 'Deep Vein Thrombosis' was performed on five most commonly accessed search engines. Top hundred websites were reviewed. Website authorship was classified. Each site was assessed using the recognized quality and readability scoring systems. The presence of the health on the net foundation code of conduct (HON-code), a reported quality-assurance marker, was noted. The majority of web sites (45%) were academic or physician compiled. Only 36% of the websites were HON-code certified. HON-code certified sites achieved significantly greater DISCERN and Journal of the American Medical Association (JAMA) scores. Seventy-three percent of the websites were above the recommended sixth-grade readability level. Flesch--Kincaid readability test (FRES) of more than half of the websites (56%) was below 60, which makes them fairly difficult to read by general public. Internet information relating to DVT is of variable quality and largely set at an inappropriate readability level. Given this variability in quality, healthcare providers should direct patients to known sources of reliable, readable online information. Identification of reliable sources may be aided by known markers of quality such as HONcode certification and to educate them to use academic and physician-provided sites which have been shown to contain better-quality information. Moreover, academic and physician-compiled websites should be written in a fashion appropriate for general public consumption."
34793782,"There are many possible sources of medical information; however, the quality of the information varies. Poor quality or inaccurate resources may be harmful if they are trusted by providers. This study aimed to analyze the quality of coronavirus disease 2019 (COVID-19)-related intubation videos on YouTube.
The term ""COVID-19 intubation"" was searched on YouTube. The top 100 videos retrieved were sorted by relevance and 37 videos were included. The video demographics were recorded. The quality of the videos was analyzed using an 18-point checklist, which was designed for evaluating COVID-19 intubation. Videos were also evaluated using general video quality scores and the modified Journal of the American Medical Association score.
The educational quality was graded as good for eight (21.6%) videos, moderate for 13 (35.1%) videos, and poor for 16 (43.2%) videos. The median safe COVID-19 intubation score (SCIS) was 11 (IQR = 5-13). The SCISs indicated that videos prepared in an intensive care unit were higher in quality than videos from other sources (p < 0.05). The length of the video was predictive of quality (area under the curve = 0.802, 95% CI = 0.658-0.945, p = 0.10).
The quality of YouTube videos for COVID-19 intubation is substandard. Poor quality videos may provide inaccurate knowledge to viewers and potentially cause harm."
34783839,"There is limited evidence on the benefits of sacubitril/valsartan vs broader renin angiotensin system inhibitor background therapy on surrogate outcome markers, 6-minute walk distance, and quality of life in patients with heart failure and mildly reduced or preserved left ventricular ejection fraction (LVEF >40%).
To evaluate the effect of sacubitril/valsartan on N-terminal pro-brain natriuretic peptide (NT-proBNP) levels, 6-minute walk distance, and quality of life vs background medication-based individualized comparators in patients with chronic heart failure and LVEF of more than 40%.
A 24-week, randomized, double-blind, parallel group clinical trial (August 2017-October 2019). Of 4632 patients screened at 396 centers in 32 countries, 2572 patients with heart failure, LVEF of more than 40%, elevated NT-proBNP levels, structural heart disease, and reduced quality of life were enrolled (last follow-up, October 28, 2019).
Patients were randomized 1:1 either to sacubitril/valsartan (n = 1286) or to background medication-based individualized comparator (n = 1286), ie, enalapril, valsartan, or placebo stratified by prior use of a renin angiotensin system inhibitor.
Primary end points were change from baseline in plasma NT-proBNP level at week 12 and in the 6-minute walk distance at week 24. Secondary end points were change from baseline in quality of life measures and New York Heart Association (NYHA) class at 24 weeks.
Among 2572 randomized patients (mean age, 72.6 years [SD, 8.5 years]; 1301 women [50.7%]), 2240 (87.1%) completed the trial. At baseline, the median NT-proBNP levels were 786 pg/mL in the sacubitril/valsartan group and 760 pg/mL in the comparator group. After 12 weeks, patients in the sacubitril/valsartan group (adjusted geometric mean ratio to baseline, 0.82 pg/mL) had a significantly greater reduction in NT-proBNP levels than did those in the comparator group (adjusted geometric mean ratio to baseline, 0.98 pg/mL) with an adjusted geometric mean ratio of 0.84 (95% CI, 0.80 to 0.88; P < .001). At week 24, there was no significant between-group difference in median change from baseline in the 6-minute walk distance with an increase of 9.7 m vs 12.2 m (adjusted mean difference, -2.5 m; 95% CI, -8.5 to 3.5; P = .42). There was no significant between-group difference in the mean change in the Kansas City Cardiomyopathy Questionnaire clinical summary score (12.3 vs 11.8; mean difference, 0.52; 95% CI, -0.93 to 1.97) or improvement in NYHA class (23.6% vs 24.0% of patients; adjusted odds ratio, 0.98; 95% CI, 0.81 to 1.18). The most frequent adverse events in the sacubitril/valsartan group vs the comparator group were hypotension (14.1% vs 5.5%), albuminuria (12.3% vs 7.6%), and hyperkalemia (11.6% vs 10.9%).
Among patients with heart failure and left ventricular ejection factor of higher than 40%, sacubitril/valsartan treatment compared with standard renin angiotensin system inhibitor treatment or placebo resulted in a significantly greater decrease in plasma N-terminal pro-brain natriuretic peptide levels at 12 weeks but did not significantly improve 6-minute walk distance at 24 weeks. Further research is warranted to evaluate potential clinical benefits of sacubitril/valsartan in these patients.
ClinicalTrials.gov Identifier: NCT03066804."
34765388,"The goal of this study was to characterize the references provided as supporting evidence of the Plastic Surgery In-service Training Examination (PSITE) syllabi, including those on the novel ""core surgical principles"" section.
We analyzed the references from five consecutive PSITE Examination syllabi (2016-2020). We collected the following information from each question: question section, total number of references, and source of publication of each reference.
We analyzed 1250 questions and 3436 references. 
The main plastic surgery texts and literature were used to support approximately half of the answers within the ""core surgical principles"" section. The references within this section originated from the largest number of different journals, thus highlighting the breadth and variety of this content and the challenges in preparing for this section."
34762106,"No therapy has been shown to reduce the risk of serious adverse outcomes in patients with nonalcoholic steatohepatitis (NASH).
To investigate the long-term relationship between bariatric surgery and incident major adverse liver outcomes and major adverse cardiovascular events (MACE) in patients with obesity and biopsy-proven fibrotic NASH without cirrhosis.
In the SPLENDOR (Surgical Procedures and Long-term Effectiveness in NASH Disease and Obesity Risk) study, of 25 828 liver biopsies performed at a US health system between 2004 and 2016, 1158 adult patients with obesity were identified who fulfilled enrollment criteria, including confirmed histological diagnosis of NASH and presence of liver fibrosis (histological stages 1-3). Baseline clinical characteristics, histological disease activity, and fibrosis stage of patients who underwent simultaneous liver biopsy at the time of bariatric surgery were balanced with a nonsurgical control group using overlap weighting methods. Follow-up ended in March 2021.
Bariatric surgery (Roux-en-Y gastric bypass, sleeve gastrectomy) vs nonsurgical care.
The primary outcomes were the incidence of major adverse liver outcomes (progression to clinical or histological cirrhosis, development of hepatocellular carcinoma, liver transplantation, or liver-related mortality) and MACE (a composite of coronary artery events, cerebrovascular events, heart failure, or cardiovascular death), estimated using the Firth penalized method in a multivariable-adjusted Cox regression analysis framework.
A total of 1158 patients (740 [63.9%] women; median age, 49.8 years [IQR, 40.9-57.9 years], median body mass index, 44.1 [IQR, 39.4-51.4]), including 650 patients who underwent bariatric surgery and 508 patients in the nonsurgical control group, with a median follow-up of 7 years (IQR, 4-10 years) were analyzed. Distribution of baseline covariates, including histological severity of liver injury, was well-balanced after overlap weighting. At the end of the study period in the unweighted data set, 5 patients in the bariatric surgery group and 40 patients in the nonsurgical control group experienced major adverse liver outcomes, and 39 patients in the bariatric surgery group and 60 patients in the nonsurgical group experienced MACE. Among the patients analyzed with overlap weighting methods, the cumulative incidence of major adverse liver outcomes at 10 years was 2.3% (95% CI, 0%-4.6%) in the bariatric surgery group and 9.6% (95% CI, 6.1%-12.9%) in the nonsurgical group (adjusted absolute risk difference, 12.4% [95% CI, 5.7%-19.7%]; adjusted hazard ratio, 0.12 [95% CI, 0.02-0.63]; P = .01). The cumulative incidence of MACE at 10 years was 8.5% (95% CI, 5.5%-11.4%) in the bariatric surgery group and 15.7% (95% CI, 11.3%-19.8%) in the nonsurgical group (adjusted absolute risk difference, 13.9% [95% CI, 5.9%-21.9%]; adjusted hazard ratio, 0.30 [95% CI, 0.12-0.72]; P = .007). Within the first year after bariatric surgery, 4 patients (0.6%) died from surgical complications, including gastrointestinal leak (n = 2) and respiratory failure (n = 2).
Among patients with NASH and obesity, bariatric surgery, compared with nonsurgical management, was associated with a significantly lower risk of incident major adverse liver outcomes and MACE."
34756737,"Diversity is crucial in the medical field, where patients have a significantly wide range of ethnic and racial backgrounds. With the increase in diversity in medical school and the growing list of subspecialties in medicine, we would expect to see a rise in diversity in the field of anesthesiology. The purpose of this study is to analyze the representation of gender and underrepresented minorities in anesthesiology residency programs from 2013 through 2019.
To study the ethnic, racial and gender diversity in residents in the field of anesthesiology, data was analyzed from the self-reported data collected in the Journal of the American Medical Association annual report on Graduate Medical Education over the academic period from 2013 through 2019.
In 2013, female trainees made up 36.0% and Black trainees encompassed 5.9% whereas in 2019, female trainees comprised a mere 33.0% of total anesthesiology residents while Black trainees decreased to 5.5%.
This study illustrates the disparity in the demographic composition of anesthesiology trainees and emphasizes the importance of having a more diverse workforce in the field of anesthesiology."
34756630,"To assess the quality of YouTube™ videos on keratoconus as an information resource for patients.
The words ""Keratoconus"", ""Crosslinking"", and ""Keratoconus treatment for patients"" were used as search terms on the official YouTube™ website (http://www.youtube.com). All cookies were disabled, the search history of the web browser was deleted just prior to the search, and no additional changes were made to the standard YouTube™ search preferences. The first 180 videos were downloaded. A total of 116 videos were evaluated according to DISCERN score, Journal of the American Medical Association score, and Global Quality Score. Videos were also assessed based on the presence or absence of 10 criteria proposed by two ophthalmologists.
One hundred and sixteen videos were analyzed after the exclusion of 54 videos that were either duplicates, irrelevant, or in languages other than English. The mean DISCERN, Journal of the American Medical Association and Global Quality scores were 43.25±11.52, 1.30±0.90, 3.05±0.96 respectively. Fifty-six (48.3%) videos had been uploaded by physicians, 23 (19.8%) by healthcare organizations, 23 (19.8%) by patients, and 14 (12.1%) by other entities such as independent organizations and YouTube™ health channels. The most commonly satisfied criterion was information on treatment modalities (82.7%).
Keratoconus is a disease of youth, therefore YouTube™ videos would seem to be an easily accessible, informative and educational source, especially for younger patients. However, these videos are not useful as information resources and overall do not offer any additional benefit to patients."
34753689,"The objective of this study was to evaluate the quality of information and readability of online content regarding medication-related osteonecrosis of the jaw (MRONJ).
Three search engines were used to identify websites containing information regarding MRONJ. The content was assessed with 5 quality of information and readability tools. Statistical analyses were performed via GraphPad Software (GraphPad Software Inc., La Jolla, Calif, United States).
The Health on the Net (HONcode) seal was present in 2 of the 21 websites that satisfied inclusion/exclusion criteria. The mean JAMA (Journal of the American Medical Association) benchmark satisfied per website was 1.619 out of 4 (standard deviation [SD] = 1.2; 95% confidence interval [CI], 1.07-2.17). The mean overall Quality Evaluation Scoring Tool score was 15.29 out of a maximum 28 (SD = 6.174; 95% CI, 12.48-18.1). The Quality Evaluation Scoring Tool scores of those websites that satisfied ≥3 JAMA criteria were significantly higher than those that did not (P = .01; 95% CI, -11.41 to -1.79). The readability levels of all content ranged from fairly difficult to very difficult.
The information related to MRONJ on the Internet is unreliable and too difficult for the general public to read. Authors of online MRONJ information should consider use of quality of information and readability tools to ensure that reliable information is understood by those with poor health literacy skills."
34751709,"In 2016, the US Centers for Medicare & Medicaid Services initiated the Oncology Care Model (OCM), an alternative payment model designed to improve the value of care delivered to Medicare beneficiaries with cancer.
To assess the association of the OCM with changes in Medicare spending, utilization, quality, and patient experience during the OCM's first 3 years.
Exploratory difference-in-differences study comparing care during 6-month chemotherapy episodes in OCM participating practices and propensity-matched comparison practices initiated before (January 2014 through June 2015) and after (July 2016 through December 2018) the start of the OCM. Participants included Medicare fee-for-service beneficiaries with cancer treated at these practices through June 2019.
OCM participation.
Total episode payments (Medicare spending for Parts A, B, and D, not including monthly payments for enhanced oncology services); utilization and payments for hospitalizations, emergency department (ED) visits, office visits, chemotherapy, supportive care, and imaging; quality (chemotherapy-associated hospitalizations and ED visits, timely chemotherapy, end-of-life care, and survival); and patient experiences.
Among Medicare fee-for-service beneficiaries with cancer undergoing chemotherapy, 483 319 beneficiaries (mean age, 73.0 [SD, 8.7] years; 60.1% women; 987 332 episodes) were treated at 201 OCM participating practices, and 557 354 beneficiaries (mean age, 72.9 [SD, 9.0] years; 57.4% women; 1 122 597 episodes) were treated at 534 comparison practices. From the baseline period, total episode payments increased from $28 681 for OCM episodes and $28 421 for comparison episodes to $33 211 for OCM episodes and $33 249 for comparison episodes during the intervention period (difference in differences, -$297; 90% CI, -$504 to -$91), less than the mean $704 Monthly Enhanced Oncology Services payments. Relative decreases in total episode payments were primarily for Part B nonchemotherapy drug payments (difference in differences, -$145; 90% CI, -$218 to -$72), especially supportive care drugs (difference in differences, -$150; 90% CI, -$216 to -$84). The OCM was associated with statistically significant relative reductions in total episode payments among higher-risk episodes (difference in differences, -$503; 90% CI, -$802 to -$204) and statistically significant relative increases in total episode payments among lower-risk episodes (difference in differences, $151; 90% CI, $39-$264). The OCM was not significantly associated with differences in hospitalizations, ED visits, or survival. Of 22 measures of utilization, 10 measures of quality, and 7 measures of care experiences, only 5 were significantly different.
In this exploratory analysis, the OCM was significantly associated with modest payment reductions during 6-month episodes for Medicare beneficiaries receiving chemotherapy for cancer in the first 3 years of the OCM that did not offset the monthly payments for enhanced oncology services. There were no statistically significant differences for most utilization, quality, and patient experience outcomes."
34751708,"Mental stress-induced myocardial ischemia is a recognized phenomenon in patients with coronary heart disease (CHD), but its clinical significance in the contemporary clinical era has not been investigated.
To compare the association of mental stress-induced or conventional stress-induced ischemia with adverse cardiovascular events in patients with CHD.
Pooled analysis of 2 prospective cohort studies of patients with stable CHD from a university-based hospital network in Atlanta, Georgia: the Mental Stress Ischemia Prognosis Study (MIPS) and the Myocardial Infarction and Mental Stress Study 2 (MIMS2). Participants were enrolled between June 2011 and March 2016 (last follow-up, February 2020).
Provocation of myocardial ischemia with a standardized mental stress test (public speaking task) and with a conventional (exercise or pharmacological) stress test, using single-photon emission computed tomography.
The primary outcome was a composite of cardiovascular death or first or recurrent nonfatal myocardial infarction. The secondary end point additionally included hospitalizations for heart failure.
Of the 918 patients in the total sample pool (mean age, 60 years; 34% women), 618 participated in MIPS and 300 in MIMS2. Of those, 147 patients (16%) had mental stress-induced ischemia, 281 (31%) conventional stress ischemia, and 96 (10%) had both. Over a 5-year median follow-up, the primary end point occurred in 156 participants. The pooled event rate was 6.9 per 100 patient-years among patients with and 2.6 per 100 patient-years among patients without mental stress-induced ischemia. The multivariable adjusted hazard ratio (HR) for patients with vs those without mental stress-induced ischemia was 2.5 (95% CI, 1.8-3.5). Compared with patients with no ischemia (event rate, 2.3 per 100 patient-years), patients with mental stress-induced ischemia alone had a significantly increased risk (event rate, 4.8 per 100 patient-years; HR, 2.0; 95% CI, 1.1-3.7) as did patients with both mental stress ischemia and conventional stress ischemia (event rate, 8.1 per 100 patient-years; HR, 3.8; 95% CI, 2.6-5.6). Patients with conventional stress ischemia alone did not have a significantly increased risk (event rate, 3.1 per 100 patient-years; HR, 1.4; 95% CI, 0.9-2.1). Patients with both mental stress ischemia and conventional stress ischemia had an elevated risk compared with patients with conventional stress ischemia alone (HR, 2.7; 95% CI, 1.7-4.3). The secondary end point occurred in 319 participants. The event rate was 12.6 per 100 patient-years for patients with and 5.6 per 100 patient-years for patients without mental stress-induced ischemia (adjusted HR, 2.0; 95% CI, 1.5-2.5).
Among patients with stable coronary heart disease, the presence of mental stress-induced ischemia, compared with no mental stress-induced ischemia, was significantly associated with an increased risk of cardiovascular death or nonfatal myocardial infarction. Although these findings may provide insights into mechanisms of myocardial ischemia, further research is needed to assess whether testing for mental stress-induced ischemia has clinical value."
34751704,"Cardiogenic shock affects between 40 000 and 50 000 people in the US per year and is the leading cause of in-hospital mortality following acute myocardial infarction.
Thirty-day mortality for patients with cardiogenic shock due to myocardial infarction is approximately 40%, and 1-year mortality approaches 50%. Immediate revascularization of the infarct-related coronary artery remains the only treatment for cardiogenic shock associated with acute myocardial infarction supported by randomized clinical trials. The Percutaneous Coronary Intervention Strategies with Acute Myocardial Infarction and Cardiogenic Shock (CULPRIT-SHOCK) clinical trial demonstrated a reduction in the primary outcome of 30-day death or kidney replacement therapy; 158 of 344 patients (45.9%) in the culprit lesion revascularization-only group compared with 189 of 341 patients (55.4%) in the multivessel percutaneous coronary intervention group (relative risk, 0.83 [95% CI, 0.71-0.96]; P = .01). Despite a lack of randomized trials demonstrating benefit, percutaneous mechanical circulatory support devices are frequently used to manage cardiogenic shock following acute myocardial infarction.
Cardiogenic shock occurs in up to 10% of patients immediately following acute myocardial infarction and is associated with mortality rates of nearly 40% at 30 days and 50% at 1 year. Current evidence and clinical practice guidelines support immediate revascularization of the infarct-related coronary artery as the primary therapy for cardiogenic shock following acute myocardial infarction."
34747987,"In January 2021, the US Preventive Services Task Force (USPSTF) issued a values statement that acknowledged systemic racism and included a commitment to address racism and health equity in recommendations for clinical preventive services.
To articulate the definitional and conceptual issues around racism and health inequity and to describe how racism and health inequities are currently addressed in preventive health.
An audit was conducted assessing (1) published literature on frameworks or policy and position statements addressing racism, (2) a subset of cancer and cardiovascular topics in USPSTF reports, (3) recent systematic reviews on interventions to reduce health inequities in preventive health or to prevent racism in health care, and (4) health care-relevant professional societies, guideline-making organizations, agencies, and funding bodies to gather information about how they are addressing racism and health equity.
Race as a social category does not have biological underpinnings but has biological consequences through racism. Racism is complex and pervasive, operates at multiple interrelated levels, and exerts negative effects on other social determinants and health and well-being through multiple pathways. In its reports, the USPSTF has addressed racial and ethnic disparities, but not racism explicitly. The systematic reviews to support the USPSTF include interventions that may mitigate health disparities through cultural tailoring of behavioral interventions, but reviews have not explicitly addressed other commonly studied interventions to increase the uptake of preventive services or foster the implementation of preventive services. Many organizations have issued recent statements and commitments around racism in health care, but few have provided substantive guidance on operational steps to address the effects of racism. Where guidance is unavailable regarding the proposed actions, it is principally because work to achieve them is in very early stages. The most directly relevant and immediately useful guidance identified is that from the GRADE working group.
This methods report provides a summary of issues around racism and health inequity, including the status of how these are being addressed in preventive health."
34747970,"US life expectancy and health outcomes for preventable causes of disease have continued to lag in many populations that experience racism.
To propose iterative changes to US Preventive Services Task Force (USPSTF) processes, methods, and recommendations and enact a commitment to eliminate health inequities for people affected by systemic racism.
In February 2021, the USPSTF began operational steps in its work to create preventive care recommendations to address the harmful effects of racism. A commissioned methods report was conducted to inform this process. Key findings of the report informed proposed updates to the USPSTF methods to address populations adversely affected by systemic racism and proposed pilots on implementation of the proposed changes.
The USPSTF proposes to consider the opportunity to reduce health inequities when selecting new preventive care topics and prioritizing current topics; seek evidence about the effects of systemic racism and health inequities in all research plans and public comments requested, and integrate available evidence into evidence reviews; and summarize the likely effects of systemic racism and health inequities on clinical preventive services in USPSTF recommendations. The USPSTF will elicit feedback from its partners and experts and proposed changes will be piloted on selected USPSTF topics.
The USPSTF has developed strategies intended to mitigate the influence of systemic racism in its recommendations. The USPSTF seeks to reduce health inequities and other effects of systemic racism through iterative changes in methods of developing evidence-based recommendations, with partner and public input in the activities to implement the advancements."
34747553,"This study aimed to evaluate the quality and reliability of Japanese YouTube videos pertaining to nocturnal enuresis (NE).
In this cross-sectional study, we performed a YouTube search using the keyword ""Ya-nyou-shou"" (NE in Japanese). We considered the first 200 videos listed based on the YouTube default option. Videos that were irrelevant, concerned personal experiences or adult NE, had non-Japanese content, were advertisements, were duplicated, and those without audio were excluded. Video features and upload source were recorded. The Modified DISCERN, Journal of the American Medical Association (JAMA), and Global Quality Scale (GQS) scoring systems were used for analysis. Two independent pediatricians specialized in nephrology and urology completed the scoring. Correlation analysis was performed between video features and the three quality analysis scores.
In total, 72 videos were analyzed. The most common upload sources were physicians (40.3%) and non-physician health personnel (40.3%). The median modified DISCERN, JAMA, and GQS scores for the videos were 1 (lowest: 0; highest: 4), 2 (lowest: 1; highest: 3), and 2 (lowest: 1; highest: 4), respectively. The high scores for video power index (VPI) were for independent users (6.43 points) and physicians (3.05 points). There were positive correlations between the VPI and video length and modified DISCERN and GQS scores. No video presenters disclosed conflicts of interest.
Most Japanese YouTube videos about NE were low quality. Healthcare experts should be encouraged to upload more quality content."
34734975,"A comprehensive understanding of the benefits of COVID-19 vaccination requires consideration of disease attenuation, determined as whether people who develop COVID-19 despite vaccination have lower disease severity than unvaccinated people.
To evaluate the association between vaccination with mRNA COVID-19 vaccines-mRNA-1273 (Moderna) and BNT162b2 (Pfizer-BioNTech)-and COVID-19 hospitalization, and, among patients hospitalized with COVID-19, the association with progression to critical disease.
A US 21-site case-control analysis of 4513 adults hospitalized between March 11 and August 15, 2021, with 28-day outcome data on death and mechanical ventilation available for patients enrolled through July 14, 2021. Date of final follow-up was August 8, 2021.
COVID-19 vaccination.
Associations were evaluated between prior vaccination and (1) hospitalization for COVID-19, in which case patients were those hospitalized for COVID-19 and control patients were those hospitalized for an alternative diagnosis; and (2) disease progression among patients hospitalized for COVID-19, in which cases and controls were COVID-19 patients with and without progression to death or mechanical ventilation, respectively. Associations were measured with multivariable logistic regression.
Among 4513 patients (median age, 59 years [IQR, 45-69]; 2202 [48.8%] women; 23.0% non-Hispanic Black individuals, 15.9% Hispanic individuals, and 20.1% with an immunocompromising condition), 1983 were case patients with COVID-19 and 2530 were controls without COVID-19. Unvaccinated patients accounted for 84.2% (1669/1983) of COVID-19 hospitalizations. Hospitalization for COVID-19 was significantly associated with decreased likelihood of vaccination (cases, 15.8%; controls, 54.8%; adjusted OR, 0.15; 95% CI, 0.13-0.18), including for sequenced SARS-CoV-2 Alpha (8.7% vs 51.7%; aOR, 0.10; 95% CI, 0.06-0.16) and Delta variants (21.9% vs 61.8%; aOR, 0.14; 95% CI, 0.10-0.21). This association was stronger for immunocompetent patients (11.2% vs 53.5%; aOR, 0.10; 95% CI, 0.09-0.13) than immunocompromised patients (40.1% vs 58.8%; aOR, 0.49; 95% CI, 0.35-0.69) (P < .001) and weaker at more than 120 days since vaccination with BNT162b2 (5.8% vs 11.5%; aOR, 0.36; 95% CI, 0.27-0.49) than with mRNA-1273 (1.9% vs 8.3%; aOR, 0.15; 95% CI, 0.09-0.23) (P < .001). Among 1197 patients hospitalized with COVID-19, death or invasive mechanical ventilation by day 28 was associated with decreased likelihood of vaccination (12.0% vs 24.7%; aOR, 0.33; 95% CI, 0.19-0.58).
Vaccination with an mRNA COVID-19 vaccine was significantly less likely among patients with COVID-19 hospitalization and disease progression to death or mechanical ventilation. These findings are consistent with risk reduction among vaccine breakthrough infections compared with absence of vaccination."
