Text,Keywords
"Focal adhesion kinase (FAK) is a ubiquitous intracellular non-receptor tyrosine kinase, which is involved in multiple cellular functions, including cell adhesion, migration, invasion, survival, and angiogenesis. In this study, a series of 7H-pyrrolo[2,3-d]pyrimidines were designed and synthesized according to the E-pharmacophores generated by docking a library of 667 fragments into the ATP pocket of the co-crystal complex of FAK and PF-562271 (PDB ID: 3BZ3). The 5-fluoro-7H-pyrrolo[2,3-d]pyrimidine derivatives demonstrated excellent activity against FAK and the cell lines SMMC7721 and YY8103. 2-((2-((3-(Acetamidomethyl)phenyl)amino)-5-fluoro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)-N-methylbenzamide (16c) was selected for further bioactivity evaluations in vivo, including preliminary pharmacokinetic profiling in rats and toxicity assays in mice, and tumor growth inhibition studies in a xenograft tumor model. The results showed that 16c did not affect the body weight gain of the animals up to a dose of 200 mg/kg, and significantly inhibited tumor growth with a tumor growth inhibition rate of 78.6% compared with the negative control group. Furthermore, phosphoantibody array analyses of a sample of the tumor suggested that 16c inhibited the malignant proliferation of hepatocellular carcinoma (HCC) cells through decreasing the phosphorylation in the FAK cascade.","['2 -(( 2 -(( 3 -( acetamidomethyl', 'pyrimidine derivatives demonstrated excellent activity', 'including preliminary pharmacokinetic profiling', 'tumor growth inhibition studies', 'tumor growth inhibition rate', 'significantly inhibited tumor growth', 'including cell adhesion', 'xenograft tumor model', 'ubiquitous intracellular non', 'receptor tyrosine kinase', 'phosphoantibody array analyses', 'negative control group', 'multiple cellular functions', 'focal adhesion kinase', 'cell lines smmc7721', 'body weight gain', 'amino )- n', 'amino )- 5', 'tumor suggested', '16c inhibited', 'toxicity assays', 'synthesized according', 'results showed', 'pharmacophores generated', 'pdb id', 'malignant proliferation', 'hepatocellular carcinoma', 'crystal complex', 'bioactivity evaluations', 'atp pocket', '667 fragments', '3bz3 ).', '200 mg', '2', '2', '2', 'fak cascade', '3', '3', '3', '5', '16c', '16c', 'fak', 'fak', 'fak', 'yy8103', 'yl', 'vivo', 'survival', 'study', 'series', 'selected', 'sample', 'rats', 'pyrrolo', 'pyrrolo', 'pyrrolo', 'pyrimidines', 'pyrimidin', 'phosphorylation', 'phenyl', 'pf', 'migration', 'mice', 'methylbenzamide', 'library', 'kg', 'involved', 'invasion', 'hcc', 'furthermore', 'fluoro', 'fluoro', 'e', 'dose', 'docking', 'designed', 'decreasing', 'compared', 'co', 'cells', 'animals', 'angiogenesis', 'affect', '7h', '7h', '7h', '78', '6', '562271', '4']"
"Acetylcholinesterase (AChE) inhibitors are currently the first-line drugs approved by the FDA for the treatment of Alzheimer's disease (AD). However, a short effective-window limits their therapeutic benefits. Clinical studies have confirmed that the combination of AChE inhibitors and neuroprotective agents exhibits better anti-AD effects. We have previously reported that the dual AChE/GSK3β (Glycogen synthase kinase 3β) modulators have both neuroprotective effects and cognitive impairment-improvement effects. In this study, we characterized a new backbone of the AChE/GSK3β inhibitor 11c. It was identified as a highly potent AChE inhibitor and was found superior to donepezil, the first-line drug for the treatment of AD. In vivo studies confirmed that 11c significantly inhibited the activity of AChE in the brain but had little effect on the activity of AChE in the intestine. This advantage of 11c was expected to reduce the peripheral side effects caused by donepezil. Furthermore, biomarker studies have shown that 11c also improved the levels of acetylcholine and synaptophysin in the brain and exhibited neuroprotective effects. Preliminary in vivo and in vitro research results underline the exciting potential of compound 11c in the treatment of AD.","['neuroprotective agents exhibits better anti', 'vitro research results underline', 'glycogen synthase kinase 3β', 'peripheral side effects caused', 'highly potent ache inhibitor', 'exhibited neuroprotective effects', 'line drugs approved', '11c significantly inhibited', '11c also improved', 'gsk3β inhibitor 11c', 'vivo studies confirmed', 'neuroprotective effects', 'improvement effects', 'line drug', 'compound 11c', 'clinical studies', 'biomarker studies', 'ad effects', 'window limits', 'therapeutic benefits', 'short effective', 'previously reported', 'new backbone', 'little effect', 'found superior', 'exciting potential', 'cognitive impairment', 'dual ache', 'ad ).', 'ache inhibitors', '11c', 'vivo', 'gsk3β', 'confirmed', 'ache', 'ache', 'ache', 'ache', 'inhibitors', 'ad', 'ad', 'treatment', 'treatment', 'treatment', 'synaptophysin', 'study', 'shown', 'reduce', 'preliminary', 'modulators', 'levels', 'intestine', 'identified', 'however', 'furthermore', 'first', 'first', 'fda', 'expected', 'donepezil', 'donepezil', 'disease', 'currently', 'combination', 'characterized', 'brain', 'brain', 'alzheimer', 'advantage', 'activity', 'activity', 'acetylcholinesterase', 'acetylcholine']"
"Based on successful antitubercular isoniazid scaffold we have designed its ""mee-too"" analogues by a combination of this drug linked with substituted anilines through pyruvic acid as a bridge. Lipophilicity important for passive diffusion through impenetrable mycobacterial cell wall was increased by halogen substitution on the aniline. We prepared twenty new 2-(2-isonicotinoylhydrazineylidene)propanamides that were assayed against susceptible Mycobacterium tuberculosis H","['prepared twenty new 2 -( 2', 'susceptible mycobacterium tuberculosis h', 'successful antitubercular isoniazid scaffold', 'impenetrable mycobacterial cell wall', 'substituted anilines', 'pyruvic acid', 'passive diffusion', 'lipophilicity important', 'halogen substitution', 'drug linked', 'propanamides', 'mee', 'isonicotinoylhydrazineylidene', 'increased', 'designed', 'combination', 'bridge', 'based', 'assayed', 'aniline', 'analogues']"
"New types of antidiabetic agents are continually needed with diabetes becoming the epidemic in the world. Indole alkaloids play an important role in natural products owing to their variable structures and versatile biological activities like anticonvulsant, anti-inflammatory, antidiabetic, antimicrobial, and anticancer activities, which are a promising source of novel antidiabetic drugs discovery. The synthesized indole derivatives possess similar properties to natural indole alkaloids. In the last two decades, more and more indole derivatives have been designed and synthesized for searching their bioactivities. This present review describes comprehensive structures of indole compounds with the potential antidiabetic activity including natural indole alkaloids and the synthetic indole derivatives based on the structure classification, summarizes their approaches isolated from natural sources or by synthetic methods, and discusses the antidiabetic effects and the mechanisms of action. Furthermore, this review also provides briefly synthetic procedures of some important indole derivatives.","['potential antidiabetic activity including natural indole alkaloids', 'review also provides briefly synthetic procedures', 'synthesized indole derivatives possess similar properties', 'present review describes comprehensive structures', 'versatile biological activities like anticonvulsant', 'synthetic indole derivatives based', 'novel antidiabetic drugs discovery', 'natural indole alkaloids', 'indole alkaloids play', 'important indole derivatives', 'natural products owing', 'last two decades', 'indole derivatives', 'synthetic methods', 'natural sources', 'indole compounds', 'variable structures', 'anticancer activities', 'antidiabetic effects', 'antidiabetic agents', 'important role', 'structure classification', 'promising source', 'new types', 'diabetes becoming', 'continually needed', 'approaches isolated', 'synthesized', 'antidiabetic', 'world', 'summarizes', 'searching', 'mechanisms', 'inflammatory', 'furthermore', 'epidemic', 'discusses', 'designed', 'bioactivities', 'antimicrobial', 'anti', 'action']"
"Interleukin-1β is a central mediator of innate immune responses and inflammation. It plays a key role in a wide variety of pathologies, ranging from autoinflammatory diseases to metabolic syndrome and malignant tumors. It is well established that its inhibition results in a rapid and sustained reduction in disease severity, underlining the importance of having a repertoire of drugs of this class. At present, there are only three interleukin-1β blockers approved in the clinic. All of them are biologics, requiring parenteral administration and resulting in expensive treatments. In an exercise to identify small molecule allosteric inhibitors of MAP kinases, we discovered a series of compounds that block IL-1β release produced as a consequence of a stimulus involved in triggering an inflammatory response. The present study reports the hit-to-lead optimization process that permitted the identification of the compound 13b (AIK3-305) an orally available, potent and selective inhibitor of IL-1β. Furthermore, the study also reports the results of an in vivo efficacy study of 13b in a LPS endotoxic shock model in male BALB/c mice, where IL-1β inhibition is monitored in different tissues.","['identify small molecule allosteric inhibitors', 'lps endotoxic shock model', 'vivo efficacy study', 'study also reports', 'requiring parenteral administration', 'lead optimization process', 'innate immune responses', 'present study reports', '1β release produced', '1β blockers approved', 'wide variety', 'well established', 'sustained reduction', 'stimulus involved', 'selective inhibitor', 'orally available', 'metabolic syndrome', 'map kinases', 'malignant tumors', 'male balb', 'key role', 'inflammatory response', 'expensive treatments', 'disease severity', 'different tissues', 'central mediator', 'c mice', 'autoinflammatory diseases', '1β inhibition', 'three interleukin', 'inhibition results', 'compound 13b', 'block il', 'present', '1β', '1β', 'results', 'interleukin', '13b', 'il', 'il', 'underlining', 'triggering', 'series', 'resulting', 'repertoire', 'rapid', 'ranging', 'potent', 'plays', 'permitted', 'pathologies', 'monitored', 'inflammation', 'importance', 'identification', 'hit', 'furthermore', 'exercise', 'drugs', 'discovered', 'consequence', 'compounds', 'clinic', 'class', 'biologics', 'aik3', '305']"
"O-GlcNAcylation is a dynamic post-translational modification mediated by O-linked β-N-acetylglucosamine transferase (OGT) and O-GlcNAc hydrolase (OGA), that adds or removes a single β-N-acetylglucosamine (GlcNAc) moiety to or from serine/threonine residues of nucleocytosolic and mitochondrial proteins, respectively. The perturbed homeostasis of O-GlcNAc cycling results in several pathological conditions. Human OGA is a promising therapeutic target in diseases where aberrantly low levels of O-GlcNAc are experienced, such as tauopathy in Alzheimer's disease. A new class of potent OGA inhibitors, 2-acetamido-2-deoxy-d-glucono-1,5-lactone (thio)semicarbazones, have been identified. Eight inhibitors were designed and synthesized in five steps starting from d-glucosamine and with 15-55% overall yields. A heterologous OGA expression protocol with strain selection and isolation has been optimized that resulted in stable, active and full length human OGA (hOGA) isomorph. Thermal denaturation kinetics of hOGA revealed environmental factors affecting hOGA stability. From kinetics experiments, the synthesized compounds proved to be efficient competitive inhibitors of hOGA with K","['hoga revealed environmental factors affecting hoga stability', 'heterologous oga expression protocol', 'full length human oga', 'translational modification mediated', 'several pathological conditions', 'promising therapeutic target', 'five steps starting', 'aberrantly low levels', 'potent oga inhibitors', 'efficient competitive inhibitors', 'thermal denaturation kinetics', 'synthesized compounds proved', 'glcnac cycling results', 'human oga', 'oga ),', 'eight inhibitors', 'kinetics experiments', 'threonine residues', 'strain selection', 'single β', 'perturbed homeostasis', 'overall yields', 'new class', 'mitochondrial proteins', 'linked β', 'hoga', 'hoga', 'dynamic post', 'glcnac hydrolase', 'acetylglucosamine transferase', 'synthesized', 'glcnac', 'glcnac', 'acetylglucosamine', 'thio', 'tauopathy', 'stable', 'serine', 'semicarbazones', 'resulted', 'respectively', 'removes', 'optimized', 'ogt', 'nucleocytosolic', 'n', 'n', 'moiety', 'lactone', 'k', 'isomorph', 'isolation', 'identified', 'glucosamine', 'glucono', 'glcnacylation', 'experienced', 'diseases', 'disease', 'designed', 'deoxy', 'alzheimer', 'adds', 'active', 'acetamido', '55', '5', '2', '2', '15', '1']"
"The protozoan parasite Trypanosoma cruzi is the causative agent of Chagas disease, the most important parasitic infection in Latin America. The only treatments currently available are nitro-derivative drugs that are characterised by high toxicity and limited efficacy. Therefore, there is an urgent need for more effective, less toxic therapeutic agents. We have previously identified the potential for Mannich base derivatives as novel inhibitors of this parasite. To further explore this family of compounds, we synthesised a panel of 69 new analogues, based on multi-parametric structure-activity relationships, which allowed optimization of both anti-parasitic activity, physicochemical parameters and ADME properties. Additionally, we optimized our in vitro screening approaches against all three developmental forms of the parasite, allowing us to discard the least effective and trypanostatic derivatives at an early stage. We ultimately identified derivative 3c, which demonstrated excellent trypanocidal properties, and a synergistic mode of action against trypomastigotes in combination with the reference drug benznidazole. Both its druggability and low-cost production make this derivative a promising candidate for the preclinical, in vivo assays of the Chagas disease drug-discovery pipeline.","['less toxic therapeutic agents', 'demonstrated excellent trypanocidal properties', 'protozoan parasite trypanosoma cruzi', 'ultimately identified derivative 3c', 'vitro screening approaches', 'treatments currently available', 'three developmental forms', 'reference drug benznidazole', 'cost production make', '69 new analogues', 'mannich base derivatives', 'important parasitic infection', 'chagas disease drug', 'previously identified', 'chagas disease', 'adme properties', 'trypanostatic derivatives', 'parasitic activity', 'derivative drugs', 'vivo assays', 'urgent need', 'synergistic mode', 'promising candidate', 'physicochemical parameters', 'parametric structure', 'novel inhibitors', 'limited efficacy', 'latin america', 'high toxicity', 'early stage', 'discovery pipeline', 'causative agent', 'allowing us', 'allowed optimization', 'activity relationships', 'least effective', 'derivative', 'parasite', 'parasite', 'effective', 'trypomastigotes', 'therefore', 'synthesised', 'preclinical', 'potential', 'panel', 'optimized', 'nitro', 'multi', 'low', 'family', 'explore', 'druggability', 'discard', 'compounds', 'combination', 'characterised', 'based', 'anti', 'additionally', 'action']"
A series of novel 1-(4-(piperazin-1-yl)phenyl)pyridin-2(1H)-one derivatives were synthesized and evaluated for their serotonin (5-HT) reuptake inhibitory activity. The results in vitro indicated that most of the evaluated compounds displayed potent 5-HT reuptake inhibition. The most promising compound A20 was stable in human liver microsomes and possessed good pharmacokinetic properties. Antidepressant study in vivo of the compound A20 showed that A20 could potently antagonize the p-chloroamphetamine (PCA)-induced depletion of serotonin in hypothalamus and reduce immobility times in the rat forced swimming test (FST).,"['novel 1 -( 4 -( piperazin', 'evaluated compounds displayed potent 5', 'rat forced swimming test', 'possessed good pharmacokinetic properties', 'pca )- induced depletion', '1h )- one derivatives', 'a20 could potently antagonize', 'promising compound a20', 'compound a20 showed', 'reuptake inhibitory activity', 'reduce immobility times', 'human liver microsomes', 'ht reuptake inhibition', 'vitro indicated', 'fst ).', 'antidepressant study', '1', 'evaluated', '5', 'ht', 'yl', 'vivo', 'synthesized', 'stable', 'serotonin', 'serotonin', 'series', 'results', 'pyridin', 'phenyl', 'p', 'hypothalamus', 'chloroamphetamine', '2']"
"Opioid analgesics are highly effective painkillers for the treatment of moderate or severe pain, but they are associated with a number of undesirable adverse effects, including the development of tolerance, addiction, constipation and life-threatening respiratory depression. The development of new and safer analgesics with innovative mechanisms of action, which can enhance the efficacy in comparison to available treatments and reduce their side effects, is urgently needed. The sigma-1 receptor (σ","['threatening respiratory depression', 'highly effective painkillers', 'undesirable adverse effects', 'side effects', 'urgently needed', 'severe pain', 'safer analgesics', 'opioid analgesics', 'innovative mechanisms', 'available treatments', '1 receptor', 'σ', 'treatment', 'tolerance', 'sigma', 'reduce', 'number', 'new', 'moderate', 'life', 'including', 'enhance', 'efficacy', 'development', 'development', 'constipation', 'comparison', 'associated', 'addiction', 'action']"
"A series of indole-based [1,2,4]triazolo [4,3-a]pyridine derivatives was designed and synthesized as novel microtubulin polymerization inhibitors by using a conformational restriction strategy. These compounds exhibited moderate to potent anti-proliferative activities against a panel of cancer cell lines (HeLa, A549, MCF-7 and HCT116). Among them, compound 12d featuring a N-methyl-5-indolyl substituent at the C-6 position of the [1,2,4]triazolo [4,3-a]pyridine core exhibited the highest antiproliferative activity with the IC","['novel microtubulin polymerization inhibitors', 'highest antiproliferative activity', 'conformational restriction strategy', 'compounds exhibited moderate', 'compound 12d featuring', 'cancer cell lines', 'pyridine core exhibited', 'pyridine derivatives', 'proliferative activities', 'potent anti', 'indolyl substituent', 'hct116 ).', '6 position', 'using', 'triazolo', 'triazolo', 'synthesized', 'series', 'panel', 'n', 'methyl', 'mcf', 'indole', 'ic', 'hela', 'designed', 'c', 'based', 'among', 'a549', '7', '5', '4', '4', '4', '4', '3', '3', '2', '2', '1', '1']"
Three Cu(II) complexes of quinoline derivatives as cancer chemodynamic therapy agents were synthesized and characterized. These complexes were heavily taken up by cells and reacted with cellular glutathione (GSH) to reduce Cu,"['cancer chemodynamic therapy agents', 'three cu', 'reduce cu', 'quinoline derivatives', 'heavily taken', 'cellular glutathione', 'synthesized', 'reacted', 'ii', 'gsh', 'complexes', 'complexes', 'characterized', 'cells']"
"Nature represents a rich source of compounds used for the treatment of many diseases. Camptothecin (CPT), isolated from the bark of Camptotheca acuminata, is a cytotoxic alkaloid that attenuates cancer cell replication by inhibiting DNA topoisomerase 1. Despite its promising and wide spectrum antiproliferative activity, its use is limited due to low solubility, instability, acquired tumour cell resistance, and remarkable toxicity. This has led to the development of numerous CPT analogues with improved pharmacodynamic and pharmacokinetic profiles. Three natural product-inspired drugs, namely, topotecan, irinotecan, and belotecan, are clinically approved and prescribed drugs for the treatment of several types of cancer, whereas other derivatives are in clinical trials. In this review, which covers literature from 2015 to 2020, we aim to provide a comprehensive overview and describe efforts that led to the development of a variety of CPT analogues. These efforts have led to the discovery of potent, first-in-class chemotherapeutic agents inspired by CPT. In addition, the mechanism of action, SAR studies, and recent advances of novel CPT drug delivery systems and antibody drug conjugates are discussed.","['novel cpt drug delivery systems', 'wide spectrum antiproliferative activity', 'inhibiting dna topoisomerase 1', 'acquired tumour cell resistance', 'class chemotherapeutic agents inspired', 'attenuates cancer cell replication', 'antibody drug conjugates', 'three natural product', 'cpt ), isolated', 'numerous cpt analogues', 'cpt analogues', 'inspired drugs', 'several types', 'sar studies', 'rich source', 'remarkable toxicity', 'recent advances', 'prescribed drugs', 'pharmacokinetic profiles', 'nature represents', 'many diseases', 'low solubility', 'limited due', 'improved pharmacodynamic', 'cytotoxic alkaloid', 'covers literature', 'comprehensive overview', 'compounds used', 'clinically approved', 'clinical trials', 'camptotheca acuminata', 'describe efforts', 'cpt', 'cancer', 'efforts', 'whereas', 'variety', 'use', 'treatment', 'treatment', 'topotecan', 'review', 'provide', 'promising', 'potent', 'namely', 'mechanism', 'led', 'led', 'led', 'irinotecan', 'instability', 'first', 'discussed', 'discovery', 'development', 'development', 'despite', 'derivatives', 'camptothecin', 'belotecan', 'bark', 'aim', 'addition', 'action', '2020', '2015']"
"In search of dually active PPAR-modulators/aldose reductase (ALR2) inhibitors, 16 benzylidene thiazolidinedione derivatives, previously reported as partial PPARγ agonists, together with additional 18 structural congeners, were studied for aldose reductase inhibitory activity. While no compounds had dual property, our efforts led to the identification of promising inhibitors of ALR2. Eight compounds (11, 15-16, 20-24, 30) from the library of 33 compounds were identified as potent and selective inhibitors of ALR2. Compound 21 was the most effective and selective inhibitor with an IC","['additional 18 structural congeners', '16 benzylidene thiazolidinedione derivatives', 'aldose reductase inhibitory activity', 'partial pparγ agonists', 'dually active ppar', 'aldose reductase', 'selective inhibitor', 'previously reported', 'efforts led', 'dual property', 'compound 21', 'selective inhibitors', 'promising inhibitors', 'eight compounds', '33 compounds', '16', 'inhibitors', 'compounds', 'together', 'studied', 'search', 'potent', 'modulators', 'library', 'identified', 'identification', 'ic', 'effective', 'alr2', 'alr2', 'alr2', '30', '24', '20', '15', '11']"
"Niemann-Pick C1 (NPC1) receptor is an intracellular protein located in late endosomes and lysosomes whose main function is to regulate intracellular cholesterol trafficking. Besides being postulated as necessary for the infection of highly pathogenic viruses in which the integrity of cholesterol transport is required, this protein also allows the entry of the Ebola virus (EBOV) into the host cells acting as an intracellular receptor. EBOV glycoprotein (EBOV-GP) interaction with NPC1 at the endosomal membrane triggers the release of the viral material into the host cell, starting the infective cycle. Disruption of the NPC1/EBOV-GP interaction could represent an attractive strategy for the development of drugs aimed at inhibiting viral entry and thus infection. Some of the today available EBOV inhibitors were proposed to interrupt this interaction, but molecular and structural details about their mode of action are still preliminary thus more efforts are needed to properly address these points. Here, we provide a critical discussion of the potential of NPC1 and its interaction with EBOV-GP as a therapeutic target for viral infections.","['lysosomes whose main function', 'regulate intracellular cholesterol trafficking', 'today available ebov inhibitors', 'gp interaction could represent', 'protein also allows', 'intracellular protein located', 'highly pathogenic viruses', 'endosomal membrane triggers', 'still preliminary thus', 'host cells acting', 'inhibiting viral entry', 'cholesterol transport', 'intracellular receptor', 'host cell', 'viral material', 'viral infections', 'thus infection', 'therapeutic target', 'structural details', 'properly address', 'pick c1', 'late endosomes', 'infective cycle', 'ebola virus', 'drugs aimed', 'critical discussion', 'attractive strategy', 'ebov glycoprotein', 'gp', 'gp', 'entry', 'interaction', 'interaction', 'interaction', 'ebov', 'ebov', 'ebov', 'ebov', 'receptor', 'infection', 'starting', 'required', 'release', 'provide', 'proposed', 'potential', 'postulated', 'points', 'npc1', 'npc1', 'npc1', 'npc1', 'niemann', 'needed', 'necessary', 'molecular', 'mode', 'interrupt', 'integrity', 'efforts', 'disruption', 'development', 'besides', 'action']"
"Natural phenolic compounds found in food have demonstrated interesting preventive and therapeutic effects on a large variety of pathologies. Indeed, some of them, such as resveratrol (RES), have been examined in clinical trials. Nevertheless, their success has been scarce mainly due to their low bioavailability. In this study, we found serendipitously that O-silyl RES derivatives exerted a better neuroprotective activity than resveratrol itself and decided to explore them as potential drugs for neurodegenerative and neurological diseases. We have also designed and prepared a series of O-silyl RES prodrugs to improve their bioavailability. We found that di-triethylsilyl and di-triisopropylsilyl RES derivatives were better in vitro neuroprotective and anti-inflammatory agents than RES. Among these derivatives and their corresponding acyl-, glycosyl- and carbamoyl-prodrugs, 3,5-triethylsilyl-4'-(6″-octanoylglucopyranosyl) resveratrol 26 showed the best profile on toxicity and neuroprotective activity in zebra fish embryo. Compound 26 was also capable of reducing the loss of motor coordination in a 3-nitropropionic acid mice model of Huntington's disease, in a similar way to RES. However, 26 diminished pro-inflammatory cytokine IL-6 to a higher extent than RES and improved the latency to fall in the rotarod test by 10% with respect to RES. Finally, we investigated 26 and RES as potential treatments on an experimental autoimmune encephalomyelitis (EAE) multiple sclerosis mice model. We observed that, in a therapeutic regimen, 26 significantly diminished the progression of EAE severity and reduced the percentage of animals with moderate to severe clinical score, whereas RES showed no improvement.","[""4 '-( 6 ″- octanoylglucopyranosyl"", 'nitropropionic acid mice model', 'multiple sclerosis mice model', 'corresponding acyl -, glycosyl', 'natural phenolic compounds found', 'silyl res derivatives exerted', 'zebra fish embryo', 'scarce mainly due', 'experimental autoimmune encephalomyelitis', 'demonstrated interesting preventive', '26 significantly diminished', '26 diminished pro', 'severe clinical score', 'inflammatory cytokine il', 'whereas res showed', 'triisopropylsilyl res derivatives', 'silyl res prodrugs', 'resveratrol 26 showed', 'better neuroprotective activity', 'neuroprotective activity', 'investigated 26', 'compound 26', 'inflammatory agents', 'clinical trials', 'vitro neuroprotective', 'found serendipitously', 'therapeutic regimen', 'therapeutic effects', 'similar way', 'rotarod test', 'res ),', 'potential treatments', 'potential drugs', 'neurological diseases', 'motor coordination', 'large variety', 'higher extent', 'best profile', 'also designed', 'also capable', 'low bioavailability', 'eae severity', '6', 'derivatives', 'found', 'res', 'res', 'res', 'res', 'res', 'prodrugs', 'better', 'resveratrol', 'resveratrol', 'eae', 'bioavailability', 'triethylsilyl', 'triethylsilyl', 'toxicity', 'success', 'study', 'series', 'respect', 'reducing', 'reduced', 'progression', 'prepared', 'percentage', 'pathologies', 'observed', 'nevertheless', 'neurodegenerative', 'moderate', 'loss', 'latency', 'indeed', 'improvement', 'improved', 'improve', 'huntington', 'however', 'food', 'finally', 'fall', 'explore', 'examined', 'disease', 'di', 'di', 'decided', 'carbamoyl', 'anti', 'animals', 'among', '5', '3', '3', '10']"
"The HGF/Met signaling pathway is over-expressed in many types of cancers and closely related to oncogenesis and metastasis. Thus, we developed novel N-phenylpyrimidin-2-amine derivatives to test their inhibitory activities towards c-Met kinase, and most of the compounds (15a-i, 15o-r, 20 and 34a-c) could inhibit the target with IC","['inhibitory activities towards c', 'developed novel n', 'met signaling pathway', 'met kinase', 'many types', 'could inhibit', 'closely related', 'amine derivatives', 'c', 'thus', 'test', 'target', 'r', 'phenylpyrimidin', 'oncogenesis', 'metastasis', 'ic', 'hgf', 'expressed', 'compounds', 'cancers', '34a', '20', '2', '15o', '15a']"
"Panx-1 is a membrane channel protein involved in some pathologies such as ischemic stroke, cancer and neuropathic pain, thus representing a promising therapeutic target. We present here a study aimed at obtaining the first class of selective Panx-1 blockers, a new topic for pharmaceutical chemistry, since all compounds used so far for the study of this channel have different primary targets. Among various scaffolds analyzed, the indole nucleous emerged, whose elaboration yielded interesting Panx-1 blockers, such as the potent 5-sulfamoyl derivatives 14c and 15b (I% = 100 at 50 μM). In vivo tests performed in the mouse model of oxaliplatin-induced neuropathy, demonstrated that the hypersensitivity was completely reverted by treatment with 15b (1 nmol, administered intrathecally), suggesting a relationship between this effect and the channel blocking ability. Finally, we decided to perform a virtual screening study on compounds 5b, 6l and 14c using a recently resolved cryo-EM structure of hPanx-1 channel, to try to relate the potency of our new inhibitors.","['whose elaboration yielded interesting panx', 'among various scaffolds analyzed', 'administered intrathecally ), suggesting', 'membrane channel protein involved', 'vivo tests performed', 'recently resolved cryo', 'promising therapeutic target', 'indole nucleous emerged', 'different primary targets', '50 μm ).', 'sulfamoyl derivatives 14c', 'channel blocking ability', 'virtual screening study', 'selective panx', '14c using', '1 channel', 'thus representing', 'study aimed', 'potent 5', 'pharmaceutical chemistry', 'new topic', 'new inhibitors', 'neuropathic pain', 'mouse model', 'ischemic stroke', 'induced neuropathy', 'first class', 'em structure', 'compounds used', 'compounds 5b', 'completely reverted', '1 nmol', '1 blockers', '1 blockers', 'panx', 'channel', 'study', '1', 'try', 'treatment', 'since', 'relationship', 'relate', 'present', 'potency', 'perform', 'pathologies', 'oxaliplatin', 'obtaining', 'hypersensitivity', 'hpanx', 'finally', 'far', 'effect', 'demonstrated', 'decided', 'cancer', '6l', '15b', '15b', '100']"
"Glucose-regulated protein 94 (Grp94), a member of the Heat shock protein 90 (Hsp90) family, is implicated in many human diseases, including cancer, neurodegeneration, inflammatory, and infectious diseases. Here, we describe our effort to design and develop a new series of Grp94 inhibitors based on Phe199 induced fit mechanism. Using an alkynyl-containing inhibitor as a starting point, we developed compound 4, which showed potent inhibitory activity toward Grp94 in a fluorescence polarization-based assay. With improved physicochemical properties and suitable pharmacokinetic properties, compound 4 was advanced into in vivo bioactivity evaluation. In a dextran sulfate sodium (DSS)-induced mouse model of ulcerative colitis (UC), compound 4 showed anti-inflammatory property and reduced the levels of pro-inflammatory cytokines (TNF-α and IL-6). Together, these findings provide evidence that this approach may be promising for further Grp94 drug development efforts.","['showed potent inhibitory activity toward grp94', 'uc ), compound 4 showed anti', 'dss )- induced mouse model', 'phe199 induced fit mechanism', 'grp94 drug development efforts', 'heat shock protein 90', 'developed compound 4', 'regulated protein 94', 'grp94 inhibitors based', 'vivo bioactivity evaluation', 'suitable pharmacokinetic properties', 'improved physicochemical properties', 'findings provide evidence', 'dextran sulfate sodium', 'many human diseases', 'grp94 ),', 'compound 4', 'infectious diseases', 'based assay', 'ulcerative colitis', 'starting point', 'new series', 'including cancer', 'fluorescence polarization', 'containing inhibitor', 'approach may', '6 ).', 'inflammatory property', 'inflammatory cytokines', 'inflammatory', 'α', 'using', 'together', 'tnf', 'reduced', 'promising', 'pro', 'neurodegeneration', 'member', 'levels', 'implicated', 'il', 'hsp90', 'glucose', 'family', 'effort', 'develop', 'design', 'describe', 'alkynyl', 'advanced']"
